date,value,series,series_id,category,unit,frequency
2024-03-01,535,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2024-06-01,535,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2024-09-01,515,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2024-12-01,550,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2025-03-01,550,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2025-06-01,550,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2025-09-01,580,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2025-12-01,605,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2026-03-01,620,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2026-06-01,625,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2003-09-01,176,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2003-12-01,185,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2004-03-01,190,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2004-06-01,195,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2004-09-01,195,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2004-12-01,205,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2005-03-01,210,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2005-06-01,205,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2005-09-01,210,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2005-12-01,220,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2006-03-01,224,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2006-06-01,220,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2006-09-01,222,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2006-12-01,230,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2007-03-01,230,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2007-06-01,230,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2007-09-01,233.5,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2007-12-01,245,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2008-03-01,243.5,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2008-06-01,239,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2008-09-01,235,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2008-12-01,236,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2009-03-01,238,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2009-06-01,245,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2009-09-01,250,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2009-12-01,266.5,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2010-03-01,275,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2010-06-01,278.2,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2010-09-01,280,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2010-12-01,292.5,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2011-03-01,293,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2011-06-01,295,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2011-09-01,286.5,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2011-12-01,290.5,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2012-03-01,297.5,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2012-06-01,285,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2012-09-01,290,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2012-12-01,291.5,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2013-03-01,298,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2013-06-01,282.5,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2013-09-01,298,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2013-12-01,308,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2014-03-01,290,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2014-06-01,286,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2014-09-01,280,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2014-12-01,298,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2015-03-01,299,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2015-06-01,295,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2015-09-01,295.6,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2015-12-01,310,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2016-03-01,311,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2016-06-01,305,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2016-09-01,310,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2016-12-01,320.8,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2017-03-01,328,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2017-06-01,332,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2017-09-01,328,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2017-12-01,350,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2018-03-01,355,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2018-06-01,355,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2018-09-01,355,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2018-12-01,370,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2019-03-01,370,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2019-06-01,370,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2019-09-01,375,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2019-12-01,390,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2020-03-01,390,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2020-06-01,395,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2020-09-01,410,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2020-12-01,439,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2021-03-01,455,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2021-06-01,478.5,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2021-09-01,500,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2021-12-01,553,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2022-03-01,580,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2022-06-01,573.1,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2022-09-01,560,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2022-12-01,570,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2023-03-01,570,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2023-06-01,570,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2023-09-01,570,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2023-12-01,580,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2024-03-01,573,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2024-06-01,570,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2024-09-01,557,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2024-12-01,560,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2025-03-01,575,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2025-06-01,575,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2025-09-01,590,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2025-12-01,615,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2026-03-01,630,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2026-06-01,625,Median Price Established Houses ;  Rest of Vic. ;,A83728581A,House Prices,$'000,Quarter
2003-09-01,160,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2003-12-01,164,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2004-03-01,178,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2004-06-01,178,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2004-09-01,185,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2004-12-01,199.8,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2005-03-01,225,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2005-06-01,230,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2005-09-01,245,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2005-12-01,265,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2006-03-01,295,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2006-06-01,324,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2006-09-01,335,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2006-12-01,350,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2007-03-01,370,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2007-06-01,374,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2007-09-01,376.4,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2007-12-01,379.5,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2008-03-01,390,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2008-06-01,360,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2008-09-01,365,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2008-12-01,351,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2009-03-01,360,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2009-06-01,370,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2009-09-01,375,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2009-12-01,400,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2010-03-01,410,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2010-06-01,385,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2010-09-01,380,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2010-12-01,385,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2011-03-01,385.3,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2011-06-01,380,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2011-09-01,375,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2011-12-01,372.5,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2012-03-01,385,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2012-06-01,375,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2012-09-01,380,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2012-12-01,370,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2013-03-01,380.5,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2013-06-01,380,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2013-09-01,375,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2013-12-01,385,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2014-03-01,379,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2014-06-01,366,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2014-09-01,370,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2014-12-01,380,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2015-03-01,370,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2015-06-01,355,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2015-09-01,350,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2015-12-01,350,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2016-03-01,360.5,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2016-06-01,330,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2016-09-01,327.8,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2016-12-01,345,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2017-03-01,350,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2017-06-01,327,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2017-09-01,325,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2017-12-01,340,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2018-03-01,338,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2018-06-01,310,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2018-09-01,321.5,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2018-12-01,320,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2019-03-01,330,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2019-06-01,320,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2019-09-01,310,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2019-12-01,337.8,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2020-03-01,337,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2020-06-01,327,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2020-09-01,365,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2020-12-01,375,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2021-03-01,392.5,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2021-06-01,379,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2021-09-01,365,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2021-12-01,380,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2022-03-01,380,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2022-06-01,375,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2022-09-01,380,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2022-12-01,390,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2023-03-01,400,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2023-06-01,400,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2023-09-01,410,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2023-12-01,444,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2024-03-01,450,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2024-06-01,470,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2024-09-01,495,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2024-12-01,520,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2025-03-01,540,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2025-06-01,550,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2025-09-01,577.5,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2025-12-01,625,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2026-03-01,665,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2026-06-01,665,Median Price Established Houses ;  Rest of WA ;,A83728593K,House Prices,$'000,Quarter
2002-03-01,365,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2002-06-01,393.5,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2002-09-01,413,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2002-12-01,444,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2003-03-01,434.5,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2003-06-01,460,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2003-09-01,480,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2003-12-01,520,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2004-03-01,523,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2004-06-01,498,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2004-09-01,500,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2004-12-01,515,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2005-03-01,486,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2005-06-01,500,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2005-09-01,490,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2005-12-01,500,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2006-03-01,470,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2006-06-01,495,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2006-09-01,482,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2006-12-01,500,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2007-03-01,480,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2007-06-01,512.3,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2007-09-01,514,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2007-12-01,540,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2008-03-01,495,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2008-06-01,517,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2008-09-01,482,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2008-12-01,468,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2009-03-01,448,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2009-06-01,490,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2009-09-01,500,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2009-12-01,595,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2010-03-01,583,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2010-06-01,612.5,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2010-09-01,598,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2010-12-01,620,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2011-03-01,575,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2011-06-01,592,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2011-09-01,567,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2011-12-01,533,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2012-03-01,607.5,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2012-06-01,600,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2012-09-01,585,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2012-12-01,640,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2013-03-01,615,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2013-06-01,650,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2013-09-01,670,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2013-12-01,745,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2014-03-01,680,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2014-06-01,728,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2014-09-01,730,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2014-12-01,816,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2015-03-01,792.5,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2015-06-01,860,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2015-09-01,888.2,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2015-12-01,915,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2016-03-01,850,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2016-06-01,895,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2016-09-01,900,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2016-12-01,985.5,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2017-03-01,930,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2017-06-01,1050,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2017-09-01,950,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2017-12-01,1029,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2018-03-01,955,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2018-06-01,973.1,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2018-09-01,950,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2018-12-01,940,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2019-03-01,870,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2019-06-01,897,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2019-09-01,900,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2019-12-01,985,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2020-03-01,947.5,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2020-06-01,955,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2020-09-01,945,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2020-12-01,999,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2021-03-01,1052,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2021-06-01,1206.4,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2021-09-01,1300,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2021-12-01,1360,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2022-03-01,1325,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2022-06-01,1350,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
2022-09-01,1300,Median Price Established Houses ;  Sydney ;,A83728545T,House Prices,$'000,Quarter
